# Testing 7776 configurations 
# Reading [30] trace.out files from [../parrot-traces/polybench-v0.1-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_jacobi-2d.latency_trace.out
# -> Parrot_l1_mvt.latency_trace.out
# -> Parrot_l1_floyd-warshall.latency_trace.out
# -> Parrot_l1_trisolv.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_symm.latency_trace.out
# -> Parrot_l1_syr2k.latency_trace.out
# -> Parrot_l1_nussinov.latency_trace.out
# -> Parrot_l1_heat-3d.latency_trace.out
# -> Parrot_l1_doitgen.latency_trace.out
# -> Parrot_l1_covariance.latency_trace.out
# -> Parrot_l1_trmm.latency_trace.out
# -> Parrot_l1_lu.latency_trace.out
# -> Parrot_l1_bicg.latency_trace.out
# -> Parrot_l1_3mm.latency_trace.out
# -> Parrot_l1_cholesky.latency_trace.out
# -> Parrot_l1_seidel-2d.latency_trace.out
# -> Parrot_l1_jacobi-1d.latency_trace.out
# -> Parrot_l1_gemver.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.626215 3.63335 0.5 10000 3 15 250 10 0.5 6
0.583499 4.81478 0.4 200000 4 20 250 10 2 8
0.588331 3.16567 0.5 100000 5 10 500 10 0.5 4
0.810287 5.83349 0.4 100000 5 20 1000 5 2 4
0.550438 1.78008 0.5 50000 5 10 500 5 0.5 10
0.609115 4.04478 0.4 100000 4 10 1000 5 1 6
0.545381 1.66291 0.4 50000 4 10 500 10 0.5 6
0.585668 3.06392 0.5 50000 4 15 1000 5 0.5 6
0.686231 5.51154 0.5 50000 5 20 250 5 1 6
0.592579 2.97254 0.4 50000 5 20 500 10 1 10
0.634072 5.39867 0.5 100000 3 15 250 10 2 10
0.609991 4.49487 0.4 50000 5 10 1000 10 1 6
0.615057 3.56044 0.4 100000 3 10 250 10 1 6
0.800761 5.65843 0.4 10000 5 10 1000 5 2 6
0.707596 5.85658 0.4 10000 4 10 500 5 1 6
0.650225 5.61561 0.6 10000 3 10 500 10 2 10
0.630933 4.89146 0.4 10000 4 20 250 5 1 10
0.575976 4.60049 0.4 200000 3 15 1000 10 2 6
0.618579 3.30668 0.6 10000 3 20 500 5 0.5 6
0.52297 2.18478 0.5 200000 4 10 250 5 0.5 10
0.678712 5.4815 0.6 10000 4 20 1000 5 1 6
0.551125 4.06476 0.5 200000 5 20 250 5 1 8
0.546903 3.47944 0.6 100000 4 20 1000 5 1 10
0.548706 3.18424 0.5 100000 4 15 1000 10 0.5 4
0.516382 1.70069 0.5 200000 3 15 500 5 0.5 8
0.435282 1.65142 0.5 100000 5 20 250 10 0.5 10
0.536162 3.2394 0.4 100000 4 20 500 5 1 10
0.479249 1.5999 0.4 200000 5 20 1000 5 0.5 6
0.587498 4.76075 0.5 200000 4 15 1000 5 1 4
0.594518 6.29851 0.5 200000 5 10 500 5 1 6
0.696193 6.17366 0.6 100000 3 10 1000 5 1 4
0.556259 3.74 0.6 100000 4 15 250 5 1 8
0.681117 8.08887 0.4 200000 3 10 250 10 2 4
0.599388 2.92811 0.6 50000 4 20 1000 10 0.5 6
0.53754 3.18189 0.4 200000 5 15 250 5 0.5 4
0.669032 5.63885 0.6 100000 3 20 500 5 1 6
0.676686 5.52206 0.4 100000 3 20 250 5 1 6
0.673059 5.29326 0.5 100000 4 10 250 5 2 10
0.763211 9.05201 0.4 100000 5 15 250 5 2 4
0.575059 5.15102 0.4 200000 4 10 500 10 2 8
0.530818 1.75117 0.5 100000 5 10 500 10 0.5 6
0.722529 5.70487 0.4 100000 5 20 1000 5 2 6
0.672758 5.66588 0.6 50000 4 15 250 5 2 10
0.56768 4.07795 0.4 200000 4 20 250 10 2 10
0.601531 4.19425 0.4 100000 4 10 1000 5 1 8
0.518825 3.50386 0.4 200000 3 15 1000 10 2 8
0.635429 6.29791 0.5 200000 4 10 250 5 1 4
