# Testing 1296 configurations 
# Reading [4] trace.out files from [../parrot-traces/polybench-subset-normal/]
# -> Parrot_l1_2mm.latency_trace.out
# -> Parrot_l1_deriche.latency_trace.out
# -> Parrot_l1_correlation.latency_trace.out
# -> Parrot_l1_adi.latency_trace.out
# Done loading files.
pct acc threshold phase_length stable_min window_start summarize proj_dist proj_delta p_j
0.751041 9.82415 0.65 50000 3 25 1500 5 1 10
0.562483 4.47042 0.6 100000 3 50 1000 10 0.5 10
0.693516 4.5116 0.5 50000 3 20 1000 5 1 8
0.571585 4.38504 0.65 50000 3 20 1500 10 0.5 8
0.657974 9.61859 0.6 50000 3 50 1000 5 1 8
0.732059 10.1571 0.65 100000 3 20 1500 5 0.5 8
0.68291 11.6389 0.65 10000 3 25 1500 10 1 10
0.685826 14.3087 0.65 10000 3 50 1500 5 2 10
0.560905 4.81299 0.5 100000 3 20 1000 10 0.5 8
0.722031 8.58715 0.6 100000 3 25 1000 10 2 8
0.695677 4.57203 0.5 10000 3 25 1000 10 1 6
0.758467 13.3201 0.65 50000 3 25 1000 5 2 8
0.67977 11.5149 0.65 100000 3 50 1500 5 1 8
0.563199 4.4086 0.65 100000 3 25 1500 10 0.5 8
0.726935 8.58379 0.6 100000 3 20 1500 5 1 8
0.609886 6.11431 0.5 100000 3 50 1000 10 1 10
0.728531 15.0461 0.6 10000 3 20 1500 10 2 10
0.565074 0.270015 0.5 50000 3 25 1500 10 0.5 8
0.649631 9.67582 0.6 50000 3 50 1500 5 0.5 8
0.521683 10.8534 0.6 10000 3 50 1000 10 0.5 10
0.738378 11.8041 0.6 50000 3 25 1500 5 2 8
0.606799 6.14091 0.5 50000 3 25 1000 10 1 10
0.640375 9.87844 0.6 100000 3 25 1500 10 1 8
0.676393 11.5072 0.65 50000 3 50 1000 10 2 8
0.712679 15.1386 0.6 10000 3 20 1500 5 0.5 8
0.670154 11.5715 0.65 50000 3 50 1500 10 1 8
0.662149 13.22 0.6 100000 3 50 1500 5 2 8
0.678613 11.6864 0.65 100000 3 50 1000 5 2 10
0.644253 9.68875 0.6 50000 3 20 1500 10 1 10
0.677195 4.709 0.5 10000 3 20 1000 5 0.5 8
0.889182 6.61495 0.5 50000 3 50 1500 5 2 4
0.733705 15.1966 0.6 10000 3 25 1000 10 2 6
